## COIN ASSISTANT BACKUP v2 ##
name,Simulação 5 Anos (Teste de Estresse)
description,Dados Históricos de 2021 a 2025
goal_daily_2021,70
goal_weekly_2021,490
goal_annual_2021,25000
goal_daily_2022,75
goal_weekly_2022,525
goal_annual_2022,28000
goal_daily_2023,80
goal_weekly_2023,560
goal_annual_2023,31000
goal_daily_2024,85
goal_weekly_2024,595
goal_annual_2024,34000
goal_daily_2025,90
goal_weekly_2025,630
goal_annual_2025,37000
## ROWS ##
date,value,description,entryType,monthlyValue,monthCount,period_start,period_end
2022-06-01,421.55,PIX/Cartão Receita Diária,revenue,,,,
2022-06-03,332.91,PIX/Cartão Receita Diária,revenue,,,,
2022-06-06,320.58,PIX/Cartão Receita Diária,revenue,,,,
2022-06-07,178.65,PIX/Cartão Receita Diária,revenue,,,,
2022-06-08,300.37,PIX/Cartão Receita Diária,revenue,,,,
2022-06-10,377.54,PIX/Cartão Receita Diária,revenue,,,,
2022-06-12,448.72,PIX/Cartão Receita Diária,revenue,,,,
2022-06-16,166.66,PIX/Cartão Receita Diária,revenue,,,,
2022-06-18,407.14,PIX/Cartão Receita Diária,revenue,,,,
2022-06-19,233.07,PIX/Cartão Receita Diária,revenue,,,,
2022-06-20,275.19,PIX/Cartão Receita Diária,revenue,,,,
2022-06-22,359.9,PIX/Cartão Receita Diária,revenue,,,,
2022-06-24,406.88,PIX/Cartão Receita Diária,revenue,,,,
2022-06-26,462.93,PIX/Cartão Receita Diária,revenue,,,,
2022-06-27,203.03,PIX/Cartão Receita Diária,revenue,,,,
2022-06-28,310.07,PIX/Cartão Receita Diária,revenue,,,,
2022-06-29,330.3,PIX/Cartão Receita Diária,revenue,,,,
2022-06-30,449.39,PIX/Cartão Receita Diária,revenue,,,,
2022-06-27,1280.25,Aporte Investimento 6/2022,deposit,,,,
2022-06-06,1033.96,Manutenção Extra,expense,1033.96,1,,
2022-07-01,324.4,PIX/Cartão Receita Diária,revenue,,,,
2022-07-02,317.16,PIX/Cartão Receita Diária,revenue,,,,
2022-07-04,275.3,PIX/Cartão Receita Diária,revenue,,,,
2022-07-05,432.07,PIX/Cartão Receita Diária,revenue,,,,
2022-07-06,290.72,PIX/Cartão Receita Diária,revenue,,,,
2022-07-08,239.64,PIX/Cartão Receita Diária,revenue,,,,
2022-07-09,163.25,PIX/Cartão Receita Diária,revenue,,,,
2022-07-10,313.36,PIX/Cartão Receita Diária,revenue,,,,
2022-07-11,255.53,PIX/Cartão Receita Diária,revenue,,,,
2022-07-13,380.85,PIX/Cartão Receita Diária,revenue,,,,
2022-07-14,476.1,PIX/Cartão Receita Diária,revenue,,,,
2022-07-15,206.58,PIX/Cartão Receita Diária,revenue,,,,
2022-07-18,448.43,PIX/Cartão Receita Diária,revenue,,,,
2022-07-20,445.56,PIX/Cartão Receita Diária,revenue,,,,
2022-07-21,316.34,PIX/Cartão Receita Diária,revenue,,,,
2022-07-23,335.24,PIX/Cartão Receita Diária,revenue,,,,
2022-07-25,398.6,PIX/Cartão Receita Diária,revenue,,,,
2022-07-27,220.11,PIX/Cartão Receita Diária,revenue,,,,
2022-07-28,261.01,PIX/Cartão Receita Diária,revenue,,,,
2022-07-29,292.54,PIX/Cartão Receita Diária,revenue,,,,
2022-07-30,201.5,PIX/Cartão Receita Diária,revenue,,,,
2022-07-31,295.29,PIX/Cartão Receita Diária,revenue,,,,
2022-07-26,1683.47,Aporte Investimento 7/2022,deposit,,,,
2022-08-01,357.92,PIX/Cartão Receita Diária,revenue,,,,
2022-08-02,388.27,PIX/Cartão Receita Diária,revenue,,,,
2022-08-03,299.47,PIX/Cartão Receita Diária,revenue,,,,
2022-08-04,307.3,PIX/Cartão Receita Diária,revenue,,,,
2022-08-05,307.95,PIX/Cartão Receita Diária,revenue,,,,
2022-08-07,318.92,PIX/Cartão Receita Diária,revenue,,,,
2022-08-08,207.12,PIX/Cartão Receita Diária,revenue,,,,
2022-08-09,460.64,PIX/Cartão Receita Diária,revenue,,,,
2022-08-12,196.66,PIX/Cartão Receita Diária,revenue,,,,
2022-08-13,447.84,PIX/Cartão Receita Diária,revenue,,,,
2022-08-14,444.24,PIX/Cartão Receita Diária,revenue,,,,
2022-08-15,221.45,PIX/Cartão Receita Diária,revenue,,,,
2022-08-16,172.12,PIX/Cartão Receita Diária,revenue,,,,
2022-08-17,415.9,PIX/Cartão Receita Diária,revenue,,,,
2022-08-20,179.66,PIX/Cartão Receita Diária,revenue,,,,
2022-08-23,464.36,PIX/Cartão Receita Diária,revenue,,,,
2022-08-24,154.63,PIX/Cartão Receita Diária,revenue,,,,
2022-08-26,420.11,PIX/Cartão Receita Diária,revenue,,,,
2022-08-27,417.95,PIX/Cartão Receita Diária,revenue,,,,
2022-08-30,366.07,PIX/Cartão Receita Diária,revenue,,,,
2022-08-31,433.23,PIX/Cartão Receita Diária,revenue,,,,
2022-08-26,1374.08,Aporte Investimento 8/2022,deposit,,,,
2022-08-13,1834.66,Manutenção Extra,expense,1834.66,1,,
2022-09-01,172.01,PIX/Cartão Receita Diária,revenue,,,,
2022-09-02,308.9,PIX/Cartão Receita Diária,revenue,,,,
2022-09-04,405.02,PIX/Cartão Receita Diária,revenue,,,,
2022-09-05,427.19,PIX/Cartão Receita Diária,revenue,,,,
2022-09-06,263.7,PIX/Cartão Receita Diária,revenue,,,,
2022-09-07,234.91,PIX/Cartão Receita Diária,revenue,,,,
2022-09-08,236.69,PIX/Cartão Receita Diária,revenue,,,,
2022-09-10,195.44,PIX/Cartão Receita Diária,revenue,,,,
2022-09-12,409.95,PIX/Cartão Receita Diária,revenue,,,,
2022-09-13,464.88,PIX/Cartão Receita Diária,revenue,,,,
2022-09-14,257.34,PIX/Cartão Receita Diária,revenue,,,,
2022-09-15,223.86,PIX/Cartão Receita Diária,revenue,,,,
2022-09-17,261.19,PIX/Cartão Receita Diária,revenue,,,,
2022-09-18,311.97,PIX/Cartão Receita Diária,revenue,,,,
2022-09-19,337.01,PIX/Cartão Receita Diária,revenue,,,,
2022-09-20,264.96,PIX/Cartão Receita Diária,revenue,,,,
2022-09-21,214.31,PIX/Cartão Receita Diária,revenue,,,,
2022-09-22,465.26,PIX/Cartão Receita Diária,revenue,,,,
2022-09-23,194.78,PIX/Cartão Receita Diária,revenue,,,,
2022-09-25,221.32,PIX/Cartão Receita Diária,revenue,,,,
2022-09-26,425.86,PIX/Cartão Receita Diária,revenue,,,,
2022-09-30,195.97,PIX/Cartão Receita Diária,revenue,,,,
2022-09-25,1508.27,Aporte Investimento 9/2022,deposit,,,,
2022-09-15,940.96,Manutenção Extra,expense,940.96,1,,
2022-10-01,448.16,PIX/Cartão Receita Diária,revenue,,,,
2022-10-02,213.04,PIX/Cartão Receita Diária,revenue,,,,
2022-10-03,376.23,PIX/Cartão Receita Diária,revenue,,,,
2022-10-04,152.77,PIX/Cartão Receita Diária,revenue,,,,
2022-10-06,331.46,PIX/Cartão Receita Diária,revenue,,,,
2022-10-10,411.37,PIX/Cartão Receita Diária,revenue,,,,
2022-10-11,155.23,PIX/Cartão Receita Diária,revenue,,,,
2022-10-12,183.68,PIX/Cartão Receita Diária,revenue,,,,
2022-10-13,372.0,PIX/Cartão Receita Diária,revenue,,,,
2022-10-14,392.32,PIX/Cartão Receita Diária,revenue,,,,
2022-10-15,443.14,PIX/Cartão Receita Diária,revenue,,,,
2022-10-17,403.34,PIX/Cartão Receita Diária,revenue,,,,
2022-10-18,414.52,PIX/Cartão Receita Diária,revenue,,,,
2022-10-19,444.74,PIX/Cartão Receita Diária,revenue,,,,
2022-10-20,253.33,PIX/Cartão Receita Diária,revenue,,,,
2022-10-21,378.32,PIX/Cartão Receita Diária,revenue,,,,
2022-10-22,426.67,PIX/Cartão Receita Diária,revenue,,,,
2022-10-23,472.48,PIX/Cartão Receita Diária,revenue,,,,
2022-10-25,350.85,PIX/Cartão Receita Diária,revenue,,,,
2022-10-27,387.2,PIX/Cartão Receita Diária,revenue,,,,
2022-10-28,227.34,PIX/Cartão Receita Diária,revenue,,,,
2022-10-29,254.47,PIX/Cartão Receita Diária,revenue,,,,
2022-10-30,438.02,PIX/Cartão Receita Diária,revenue,,,,
2022-10-31,157.92,PIX/Cartão Receita Diária,revenue,,,,
2022-10-28,1391.04,Aporte Investimento 10/2022,deposit,,,,
2022-11-01,194.84,PIX/Cartão Receita Diária,revenue,,,,
2022-11-02,403.1,PIX/Cartão Receita Diária,revenue,,,,
2022-11-04,417.6,PIX/Cartão Receita Diária,revenue,,,,
2022-11-05,309.61,PIX/Cartão Receita Diária,revenue,,,,
2022-11-06,241.95,PIX/Cartão Receita Diária,revenue,,,,
2022-11-07,224.71,PIX/Cartão Receita Diária,revenue,,,,
2022-11-08,229.47,PIX/Cartão Receita Diária,revenue,,,,
2022-11-09,427.67,PIX/Cartão Receita Diária,revenue,,,,
2022-11-10,250.27,PIX/Cartão Receita Diária,revenue,,,,
2022-11-11,287.97,PIX/Cartão Receita Diária,revenue,,,,
2022-11-13,371.78,PIX/Cartão Receita Diária,revenue,,,,
2022-11-15,470.05,PIX/Cartão Receita Diária,revenue,,,,
2022-11-16,308.39,PIX/Cartão Receita Diária,revenue,,,,
2022-11-17,345.62,PIX/Cartão Receita Diária,revenue,,,,
2022-11-18,332.87,PIX/Cartão Receita Diária,revenue,,,,
2022-11-20,335.73,PIX/Cartão Receita Diária,revenue,,,,
2022-11-22,188.73,PIX/Cartão Receita Diária,revenue,,,,
2022-11-23,184.92,PIX/Cartão Receita Diária,revenue,,,,
2022-11-24,308.3,PIX/Cartão Receita Diária,revenue,,,,
2022-11-26,339.36,PIX/Cartão Receita Diária,revenue,,,,
2022-11-28,470.25,PIX/Cartão Receita Diária,revenue,,,,
2022-11-30,286.23,PIX/Cartão Receita Diária,revenue,,,,
2022-11-28,1440.39,Aporte Investimento 11/2022,deposit,,,,
2022-12-01,426.59,PIX/Cartão Receita Diária,revenue,,,,
2022-12-02,160.03,PIX/Cartão Receita Diária,revenue,,,,
2022-12-04,403.49,PIX/Cartão Receita Diária,revenue,,,,
2022-12-07,367.19,PIX/Cartão Receita Diária,revenue,,,,
2022-12-08,390.43,PIX/Cartão Receita Diária,revenue,,,,
2022-12-09,359.89,PIX/Cartão Receita Diária,revenue,,,,
2022-12-10,435.53,PIX/Cartão Receita Diária,revenue,,,,
2022-12-11,251.66,PIX/Cartão Receita Diária,revenue,,,,
2022-12-12,191.07,PIX/Cartão Receita Diária,revenue,,,,
2022-12-13,442.38,PIX/Cartão Receita Diária,revenue,,,,
2022-12-15,269.81,PIX/Cartão Receita Diária,revenue,,,,
2022-12-16,305.7,PIX/Cartão Receita Diária,revenue,,,,
2022-12-17,370.03,PIX/Cartão Receita Diária,revenue,,,,
2022-12-19,378.4,PIX/Cartão Receita Diária,revenue,,,,
2022-12-22,196.31,PIX/Cartão Receita Diária,revenue,,,,
2022-12-23,183.4,PIX/Cartão Receita Diária,revenue,,,,
2022-12-24,393.56,PIX/Cartão Receita Diária,revenue,,,,
2022-12-25,335.85,PIX/Cartão Receita Diária,revenue,,,,
2022-12-26,371.18,PIX/Cartão Receita Diária,revenue,,,,
2022-12-27,173.81,PIX/Cartão Receita Diária,revenue,,,,
2022-12-28,472.44,PIX/Cartão Receita Diária,revenue,,,,
2022-12-29,439.76,PIX/Cartão Receita Diária,revenue,,,,
2022-12-30,214.46,PIX/Cartão Receita Diária,revenue,,,,
2022-12-31,362.01,PIX/Cartão Receita Diária,revenue,,,,
2022-12-26,1206.52,Aporte Investimento 12/2022,deposit,,,,
2022-12-19,1841.11,Manutenção Extra,expense,1841.11,1,,
2023-01-01,5760,IPVA 2023,expense,480.0,12,2023-01-01,2023-12-31
2023-01-01,10348,Seguro 2023,expense,862.33,12,2023-01-01,2023-12-31
2023-01-06,11,Férias/Descanso 2023,waiver,,,,
2023-01-01,466.01,PIX/Cartão Receita Diária,revenue,,,,
2023-01-02,336.56,PIX/Cartão Receita Diária,revenue,,,,
2023-01-03,225.72,PIX/Cartão Receita Diária,revenue,,,,
2023-01-04,259.88,PIX/Cartão Receita Diária,revenue,,,,
2023-01-05,250.44,PIX/Cartão Receita Diária,revenue,,,,
2023-01-06,233.0,PIX/Cartão Receita Diária,revenue,,,,
2023-01-08,434.74,PIX/Cartão Receita Diária,revenue,,,,
2023-01-09,263.51,PIX/Cartão Receita Diária,revenue,,,,
2023-01-12,270.76,PIX/Cartão Receita Diária,revenue,,,,
2023-01-13,175.77,PIX/Cartão Receita Diária,revenue,,,,
2023-01-14,240.09,PIX/Cartão Receita Diária,revenue,,,,
2023-01-15,297.6,PIX/Cartão Receita Diária,revenue,,,,
2023-01-17,322.96,PIX/Cartão Receita Diária,revenue,,,,
2023-01-18,338.55,PIX/Cartão Receita Diária,revenue,,,,
2023-01-20,248.25,PIX/Cartão Receita Diária,revenue,,,,
2023-01-21,347.99,PIX/Cartão Receita Diária,revenue,,,,
2023-01-23,479.27,PIX/Cartão Receita Diária,revenue,,,,
2023-01-26,270.8,PIX/Cartão Receita Diária,revenue,,,,
2023-01-27,414.76,PIX/Cartão Receita Diária,revenue,,,,
2023-01-28,461.32,PIX/Cartão Receita Diária,revenue,,,,
2023-01-30,264.25,PIX/Cartão Receita Diária,revenue,,,,
2023-01-31,412.95,PIX/Cartão Receita Diária,revenue,,,,
2023-01-28,1683.96,Aporte Investimento 1/2023,deposit,,,,
2023-02-01,366.14,PIX/Cartão Receita Diária,revenue,,,,
2023-02-02,288.93,PIX/Cartão Receita Diária,revenue,,,,
2023-02-04,263.09,PIX/Cartão Receita Diária,revenue,,,,
2023-02-05,393.89,PIX/Cartão Receita Diária,revenue,,,,
2023-02-07,169.49,PIX/Cartão Receita Diária,revenue,,,,
2023-02-09,419.97,PIX/Cartão Receita Diária,revenue,,,,
2023-02-10,224.97,PIX/Cartão Receita Diária,revenue,,,,
2023-02-12,229.72,PIX/Cartão Receita Diária,revenue,,,,
2023-02-13,428.94,PIX/Cartão Receita Diária,revenue,,,,
2023-02-14,463.12,PIX/Cartão Receita Diária,revenue,,,,
2023-02-15,271.07,PIX/Cartão Receita Diária,revenue,,,,
2023-02-16,212.42,PIX/Cartão Receita Diária,revenue,,,,
2023-02-17,276.98,PIX/Cartão Receita Diária,revenue,,,,
2023-02-18,172.99,PIX/Cartão Receita Diária,revenue,,,,
2023-02-19,164.8,PIX/Cartão Receita Diária,revenue,,,,
2023-02-20,297.83,PIX/Cartão Receita Diária,revenue,,,,
2023-02-22,409.06,PIX/Cartão Receita Diária,revenue,,,,
2023-02-23,379.9,PIX/Cartão Receita Diária,revenue,,,,
2023-02-25,236.37,PIX/Cartão Receita Diária,revenue,,,,
2023-02-26,428.91,PIX/Cartão Receita Diária,revenue,,,,
2023-02-27,461.06,PIX/Cartão Receita Diária,revenue,,,,
2023-02-28,932.51,Aporte Investimento 2/2023,deposit,,,,
2023-03-01,458.14,PIX/Cartão Receita Diária,revenue,,,,
2023-03-03,335.96,PIX/Cartão Receita Diária,revenue,,,,
2023-03-04,438.3,PIX/Cartão Receita Diária,revenue,,,,
2023-03-05,324.61,PIX/Cartão Receita Diária,revenue,,,,
2023-03-08,306.73,PIX/Cartão Receita Diária,revenue,,,,
2023-03-11,338.32,PIX/Cartão Receita Diária,revenue,,,,
2023-03-13,155.79,PIX/Cartão Receita Diária,revenue,,,,
2023-03-15,348.43,PIX/Cartão Receita Diária,revenue,,,,
2023-03-16,245.68,PIX/Cartão Receita Diária,revenue,,,,
2023-03-19,201.25,PIX/Cartão Receita Diária,revenue,,,,
2023-03-20,184.33,PIX/Cartão Receita Diária,revenue,,,,
2023-03-22,164.33,PIX/Cartão Receita Diária,revenue,,,,
2023-03-24,179.26,PIX/Cartão Receita Diária,revenue,,,,
2023-03-25,237.52,PIX/Cartão Receita Diária,revenue,,,,
2023-03-27,399.84,PIX/Cartão Receita Diária,revenue,,,,
2023-03-28,265.11,PIX/Cartão Receita Diária,revenue,,,,
2023-03-29,176.99,PIX/Cartão Receita Diária,revenue,,,,
2023-03-30,380.52,PIX/Cartão Receita Diária,revenue,,,,
2023-03-26,652.94,Aporte Investimento 3/2023,deposit,,,,
2023-04-03,172.61,PIX/Cartão Receita Diária,revenue,,,,
2023-04-04,298.25,PIX/Cartão Receita Diária,revenue,,,,
2023-04-05,163.63,PIX/Cartão Receita Diária,revenue,,,,
2023-04-08,317.39,PIX/Cartão Receita Diária,revenue,,,,
2023-04-09,273.0,PIX/Cartão Receita Diária,revenue,,,,
2023-04-12,430.96,PIX/Cartão Receita Diária,revenue,,,,
2023-04-13,382.96,PIX/Cartão Receita Diária,revenue,,,,
2023-04-14,210.31,PIX/Cartão Receita Diária,revenue,,,,
2023-04-15,253.32,PIX/Cartão Receita Diária,revenue,,,,
2023-04-18,241.1,PIX/Cartão Receita Diária,revenue,,,,
2023-04-19,178.1,PIX/Cartão Receita Diária,revenue,,,,
2023-04-20,261.16,PIX/Cartão Receita Diária,revenue,,,,
2023-04-21,405.21,PIX/Cartão Receita Diária,revenue,,,,
2023-04-23,280.78,PIX/Cartão Receita Diária,revenue,,,,
2023-04-24,232.41,PIX/Cartão Receita Diária,revenue,,,,
2023-04-25,322.11,PIX/Cartão Receita Diária,revenue,,,,
2023-04-26,227.01,PIX/Cartão Receita Diária,revenue,,,,
2023-04-27,301.13,PIX/Cartão Receita Diária,revenue,,,,
2023-04-28,237.85,PIX/Cartão Receita Diária,revenue,,,,
2023-04-30,182.71,PIX/Cartão Receita Diária,revenue,,,,
2023-04-27,617.24,Aporte Investimento 4/2023,deposit,,,,
2023-04-17,864.95,Manutenção Extra,expense,864.95,1,,
2023-05-02,430.61,PIX/Cartão Receita Diária,revenue,,,,
2023-05-04,322.76,PIX/Cartão Receita Diária,revenue,,,,
2023-05-05,188.63,PIX/Cartão Receita Diária,revenue,,,,
2023-05-06,429.74,PIX/Cartão Receita Diária,revenue,,,,
2023-05-07,276.66,PIX/Cartão Receita Diária,revenue,,,,
2023-05-08,466.64,PIX/Cartão Receita Diária,revenue,,,,
2023-05-09,327.33,PIX/Cartão Receita Diária,revenue,,,,
2023-05-10,461.24,PIX/Cartão Receita Diária,revenue,,,,
2023-05-13,365.48,PIX/Cartão Receita Diária,revenue,,,,
2023-05-14,409.93,PIX/Cartão Receita Diária,revenue,,,,
2023-05-15,286.31,PIX/Cartão Receita Diária,revenue,,,,
2023-05-16,280.26,PIX/Cartão Receita Diária,revenue,,,,
2023-05-17,388.81,PIX/Cartão Receita Diária,revenue,,,,
2023-05-18,232.72,PIX/Cartão Receita Diária,revenue,,,,
2023-05-19,184.6,PIX/Cartão Receita Diária,revenue,,,,
2023-05-20,260.56,PIX/Cartão Receita Diária,revenue,,,,
2023-05-21,402.59,PIX/Cartão Receita Diária,revenue,,,,
2023-05-22,338.9,PIX/Cartão Receita Diária,revenue,,,,
2023-05-24,308.09,PIX/Cartão Receita Diária,revenue,,,,
2023-05-25,371.24,PIX/Cartão Receita Diária,revenue,,,,
2023-05-26,232.2,PIX/Cartão Receita Diária,revenue,,,,
2023-05-27,214.51,PIX/Cartão Receita Diária,revenue,,,,
2023-05-28,228.65,PIX/Cartão Receita Diária,revenue,,,,
2023-05-29,358.11,PIX/Cartão Receita Diária,revenue,,,,
2023-05-30,360.26,PIX/Cartão Receita Diária,revenue,,,,
2023-05-25,1554.66,Aporte Investimento 5/2023,deposit,,,,
2023-06-01,280.19,PIX/Cartão Receita Diária,revenue,,,,
2023-06-03,472.47,PIX/Cartão Receita Diária,revenue,,,,
2023-06-05,329.28,PIX/Cartão Receita Diária,revenue,,,,
2023-06-07,152.12,PIX/Cartão Receita Diária,revenue,,,,
2023-06-08,405.12,PIX/Cartão Receita Diária,revenue,,,,
2023-06-10,200.75,PIX/Cartão Receita Diária,revenue,,,,
2023-06-11,221.64,PIX/Cartão Receita Diária,revenue,,,,
2023-06-14,198.96,PIX/Cartão Receita Diária,revenue,,,,
2023-06-15,404.39,PIX/Cartão Receita Diária,revenue,,,,
2023-06-17,197.23,PIX/Cartão Receita Diária,revenue,,,,
2023-06-18,234.8,PIX/Cartão Receita Diária,revenue,,,,
2023-06-19,277.76,PIX/Cartão Receita Diária,revenue,,,,
2023-06-21,187.15,PIX/Cartão Receita Diária,revenue,,,,
2023-06-23,216.73,PIX/Cartão Receita Diária,revenue,,,,
2023-06-24,418.42,PIX/Cartão Receita Diária,revenue,,,,
2023-06-25,190.07,PIX/Cartão Receita Diária,revenue,,,,
2023-06-26,158.75,PIX/Cartão Receita Diária,revenue,,,,
2023-06-28,255.4,PIX/Cartão Receita Diária,revenue,,,,
2023-06-29,444.84,PIX/Cartão Receita Diária,revenue,,,,
2023-06-26,1006.11,Aporte Investimento 6/2023,deposit,,,,
2023-06-11,1650.15,Manutenção Extra,expense,1650.15,1,,
2023-07-02,283.41,PIX/Cartão Receita Diária,revenue,,,,
2023-07-03,419.38,PIX/Cartão Receita Diária,revenue,,,,
2023-07-04,317.25,PIX/Cartão Receita Diária,revenue,,,,
2023-07-05,181.26,PIX/Cartão Receita Diária,revenue,,,,
2023-07-07,209.61,PIX/Cartão Receita Diária,revenue,,,,
2023-07-08,249.64,PIX/Cartão Receita Diária,revenue,,,,
2023-07-09,304.52,PIX/Cartão Receita Diária,revenue,,,,
2023-07-10,446.23,PIX/Cartão Receita Diária,revenue,,,,
2023-07-11,465.63,PIX/Cartão Receita Diária,revenue,,,,
2023-07-13,225.84,PIX/Cartão Receita Diária,revenue,,,,
2023-07-14,165.97,PIX/Cartão Receita Diária,revenue,,,,
2023-07-15,312.02,PIX/Cartão Receita Diária,revenue,,,,
2023-07-16,248.87,PIX/Cartão Receita Diária,revenue,,,,
2023-07-17,424.55,PIX/Cartão Receita Diária,revenue,,,,
2023-07-19,439.06,PIX/Cartão Receita Diária,revenue,,,,
2023-07-20,269.96,PIX/Cartão Receita Diária,revenue,,,,
2023-07-21,456.01,PIX/Cartão Receita Diária,revenue,,,,
2023-07-23,402.94,PIX/Cartão Receita Diária,revenue,,,,
2023-07-26,422.4,PIX/Cartão Receita Diária,revenue,,,,
2023-07-28,432.05,PIX/Cartão Receita Diária,revenue,,,,
2023-07-26,1373.11,Aporte Investimento 7/2023,deposit,,,,
2023-08-02,153.17,PIX/Cartão Receita Diária,revenue,,,,
2023-08-03,389.31,PIX/Cartão Receita Diária,revenue,,,,
2023-08-04,208.17,PIX/Cartão Receita Diária,revenue,,,,
2023-08-05,444.82,PIX/Cartão Receita Diária,revenue,,,,
2023-08-06,347.89,PIX/Cartão Receita Diária,revenue,,,,
2023-08-07,294.03,PIX/Cartão Receita Diária,revenue,,,,
2023-08-08,158.21,PIX/Cartão Receita Diária,revenue,,,,
2023-08-09,368.47,PIX/Cartão Receita Diária,revenue,,,,
2023-08-10,241.96,PIX/Cartão Receita Diária,revenue,,,,
2023-08-11,326.68,PIX/Cartão Receita Diária,revenue,,,,
2023-08-12,399.14,PIX/Cartão Receita Diária,revenue,,,,
2023-08-14,248.84,PIX/Cartão Receita Diária,revenue,,,,
2023-08-17,304.55,PIX/Cartão Receita Diária,revenue,,,,
2023-08-19,473.03,PIX/Cartão Receita Diária,revenue,,,,
2023-08-21,396.08,PIX/Cartão Receita Diária,revenue,,,,
2023-08-22,438.52,PIX/Cartão Receita Diária,revenue,,,,
2023-08-23,330.94,PIX/Cartão Receita Diária,revenue,,,,
2023-08-24,335.51,PIX/Cartão Receita Diária,revenue,,,,
2023-08-25,275.16,PIX/Cartão Receita Diária,revenue,,,,
2023-08-26,167.05,PIX/Cartão Receita Diária,revenue,,,,
2023-08-27,270.67,PIX/Cartão Receita Diária,revenue,,,,
2023-08-28,192.28,PIX/Cartão Receita Diária,revenue,,,,
2023-08-29,419.46,PIX/Cartão Receita Diária,revenue,,,,
2023-08-30,251.86,PIX/Cartão Receita Diária,revenue,,,,
2023-08-31,240.2,PIX/Cartão Receita Diária,revenue,,,,
2023-08-26,779.34,Aporte Investimento 8/2023,deposit,,,,
2023-09-02,447.74,PIX/Cartão Receita Diária,revenue,,,,
2023-09-03,278.42,PIX/Cartão Receita Diária,revenue,,,,
2023-09-05,216.4,PIX/Cartão Receita Diária,revenue,,,,
2023-09-07,411.44,PIX/Cartão Receita Diária,revenue,,,,
2023-09-08,169.33,PIX/Cartão Receita Diária,revenue,,,,
2023-09-09,349.45,PIX/Cartão Receita Diária,revenue,,,,
2023-09-10,270.16,PIX/Cartão Receita Diária,revenue,,,,
2023-09-11,226.63,PIX/Cartão Receita Diária,revenue,,,,
2023-09-13,260.53,PIX/Cartão Receita Diária,revenue,,,,
2023-09-14,428.02,PIX/Cartão Receita Diária,revenue,,,,
2023-09-15,230.64,PIX/Cartão Receita Diária,revenue,,,,
2023-09-17,436.97,PIX/Cartão Receita Diária,revenue,,,,
2023-09-19,362.83,PIX/Cartão Receita Diária,revenue,,,,
2023-09-21,155.88,PIX/Cartão Receita Diária,revenue,,,,
2023-09-22,445.61,PIX/Cartão Receita Diária,revenue,,,,
2023-09-25,252.45,PIX/Cartão Receita Diária,revenue,,,,
2023-09-26,266.42,PIX/Cartão Receita Diária,revenue,,,,
2023-09-27,156.8,PIX/Cartão Receita Diária,revenue,,,,
2023-09-28,272.28,PIX/Cartão Receita Diária,revenue,,,,
2023-09-29,414.94,PIX/Cartão Receita Diária,revenue,,,,
2023-09-30,469.2,PIX/Cartão Receita Diária,revenue,,,,
2023-09-28,1545.2,Aporte Investimento 9/2023,deposit,,,,
2023-09-03,1174.8,Manutenção Extra,expense,1174.8,1,,
2023-10-01,408.34,PIX/Cartão Receita Diária,revenue,,,,
2023-10-02,425.33,PIX/Cartão Receita Diária,revenue,,,,
2023-10-03,329.14,PIX/Cartão Receita Diária,revenue,,,,
2023-10-04,414.42,PIX/Cartão Receita Diária,revenue,,,,
2023-10-05,370.38,PIX/Cartão Receita Diária,revenue,,,,
2023-10-08,386.75,PIX/Cartão Receita Diária,revenue,,,,
2023-10-09,273.24,PIX/Cartão Receita Diária,revenue,,,,
2023-10-12,298.32,PIX/Cartão Receita Diária,revenue,,,,
2023-10-13,435.16,PIX/Cartão Receita Diária,revenue,,,,
2023-10-14,228.89,PIX/Cartão Receita Diária,revenue,,,,
2023-10-15,201.3,PIX/Cartão Receita Diária,revenue,,,,
2023-10-17,358.5,PIX/Cartão Receita Diária,revenue,,,,
2023-10-18,196.58,PIX/Cartão Receita Diária,revenue,,,,
2023-10-19,389.87,PIX/Cartão Receita Diária,revenue,,,,
2023-10-20,369.23,PIX/Cartão Receita Diária,revenue,,,,
2023-10-21,241.46,PIX/Cartão Receita Diária,revenue,,,,
2023-10-22,397.1,PIX/Cartão Receita Diária,revenue,,,,
2023-10-23,450.32,PIX/Cartão Receita Diária,revenue,,,,
2023-10-24,357.18,PIX/Cartão Receita Diária,revenue,,,,
2023-10-25,194.91,PIX/Cartão Receita Diária,revenue,,,,
2023-10-26,359.8,PIX/Cartão Receita Diária,revenue,,,,
2023-10-27,402.91,PIX/Cartão Receita Diária,revenue,,,,
2023-10-29,425.78,PIX/Cartão Receita Diária,revenue,,,,
2023-10-30,221.34,PIX/Cartão Receita Diária,revenue,,,,
2023-10-31,341.05,PIX/Cartão Receita Diária,revenue,,,,
2023-10-25,1776.07,Aporte Investimento 10/2023,deposit,,,,
2023-11-01,343.64,PIX/Cartão Receita Diária,revenue,,,,
2023-11-02,438.68,PIX/Cartão Receita Diária,revenue,,,,
2023-11-03,470.33,PIX/Cartão Receita Diária,revenue,,,,
2023-11-04,402.67,PIX/Cartão Receita Diária,revenue,,,,
2023-11-05,227.23,PIX/Cartão Receita Diária,revenue,,,,
2023-11-06,385.56,PIX/Cartão Receita Diária,revenue,,,,
2023-11-07,258.28,PIX/Cartão Receita Diária,revenue,,,,
